year,quarter,state,total_amount
2022,4,assam,222618789662.99252
2022,4,punjab,204738550325.97205
2022,4,kerala,200395219477.2048
2022,4,uttarakhand,180401452253.90436
2022,4,himachal-pradesh,61631613015.24088
2022,4,chandigarh,53758769089.37324
2022,4,jammu-&-kashmir,50157594620.931885
2022,4,goa,38171676867.25228
2022,4,manipur,27647417583.046364
2022,4,puducherry,19225443220.454796
2022,4,dadra-&-nagar-haveli-&-daman-&-diu,16119281492.162258
2022,4,tripura,15840925258.703176
2022,4,meghalaya,15227950556.609674
2022,4,arunachal-pradesh,13246411121.654299
2022,4,nagaland,12248264330.270897
2022,4,sikkim,12038698923.796259
2022,4,andaman-&-nicobar-islands,7645177236.472462
2022,4,ladakh,5571551961.873394
2022,4,mizoram,3313583309.7439904
2022,4,lakshadweep,109627747.22987251
2023,1,karnataka,2134666022931
2023,1,andhra-pradesh,2130614641798
2023,1,telangana,2117500090056
2023,1,maharashtra,1756589345408
2023,1,rajasthan,1189334543516
2023,1,uttar-pradesh,783695365377
2023,1,delhi,731316495157
2023,1,west-bengal,707218352988
2023,1,madhya-pradesh,644722296785
2023,1,bihar,594851876502
2023,1,haryana,583272492089
2023,1,odisha,551007781321
2023,1,gujarat,525344841786
2023,1,tamil-nadu,487062362517
2023,1,jharkhand,341430094646
2023,1,chhattisgarh,291684388123
2023,1,kerala,178887030064
2023,1,punjab,167753452831
2023,1,assam,147403671642
2023,1,uttarakhand,146364182023
2023,1,jammu-&-kashmir,54196074998
2023,1,goa,53308438646
2023,1,himachal-pradesh,47837279660
2023,1,dadra-&-nagar-haveli-&-daman-&-diu,25228182400
2023,1,puducherry,23872044145
2023,1,chandigarh,22620394254
2023,1,arunachal-pradesh,22424780378
2023,1,tripura,17637967787
2023,1,meghalaya,15817090114
2023,1,nagaland,12663793429
2023,1,sikkim,12105206683
2023,1,manipur,12043219051
2023,1,andaman-&-nicobar-islands,8425230581
2023,1,ladakh,7399304091
2023,1,mizoram,4596247359
2023,1,lakshadweep,170643922
2023,2,telangana,2419774608713
2023,2,karnataka,2385432397358
2023,2,andhra-pradesh,2378661364244
2023,2,maharashtra,1918191186750
2023,2,rajasthan,1289126051159
2023,2,uttar-pradesh,868669450785
2023,2,delhi,792883483519
2023,2,west-bengal,789801376051
2023,2,madhya-pradesh,720838385077
2023,2,bihar,699178829010
2023,2,haryana,649947015965
2023,2,odisha,593120458762
2023,2,gujarat,566594989939
2023,2,tamil-nadu,529928081410
2023,2,jharkhand,389086892820
2023,2,chhattisgarh,322619586831
2023,2,kerala,191643396999
2023,2,punjab,187157103219
2023,2,uttarakhand,177437356646
2023,2,assam,163553267139
2023,2,jammu-&-kashmir,72746809567
2023,2,himachal-pradesh,58636633797
2023,2,goa,58374213807
2023,2,dadra-&-nagar-haveli-&-daman-&-diu,27501076376
2023,2,arunachal-pradesh,27181221007
2023,2,puducherry,25881791333
2023,2,chandigarh,25480627474
2023,2,tripura,18688940044
2023,2,meghalaya,17454614779
2023,2,sikkim,15562241241
2023,2,ladakh,13894086112
2023,2,nagaland,13410307291
2023,2,andaman-&-nicobar-islands,9425475046
2023,2,manipur,6219287431
2023,2,mizoram,5029913533
2023,2,lakshadweep,195974876
2023,3,telangana,2615562452010
2023,3,karnataka,2609839492032
2023,3,andhra-pradesh,2533015523875
2023,3,maharashtra,2070454449710
2023,3,rajasthan,1396431097899
2023,3,uttar-pradesh,920957612524
2023,3,west-bengal,850516824635
2023,3,delhi,849131350120
2023,3,madhya-pradesh,760851643050
2023,3,haryana,680802123528
2023,3,bihar,667160410107
2023,3,odisha,625322807968
2023,3,gujarat,623258441381
2023,3,tamil-nadu,571293946600
2023,3,jharkhand,388587200494
2023,3,chhattisgarh,341322998208
2023,3,kerala,204163621903
2023,3,punjab,200148968360
2023,3,uttarakhand,174142678055
2023,3,assam,169586627821
2023,3,jammu-&-kashmir,80593074464
2023,3,goa,55634254835
2023,3,himachal-pradesh,51021801028
2023,3,dadra-&-nagar-haveli-&-daman-&-diu,30192132926
2023,3,arunachal-pradesh,28956729194
2023,3,puducherry,27622958413
2023,3,chandigarh,27209683640
2023,3,tripura,20448104776
2023,3,meghalaya,17934811447
2023,3,ladakh,15881337990
2023,3,sikkim,14529315812
2023,3,nagaland,14399018971
2023,3,andaman-&-nicobar-islands,9828682363
2023,3,manipur,5284962419
2023,3,mizoram,4987844316
2023,3,lakshadweep,189054122
2023,4,telangana,2787267975992
2023,4,karnataka,2767201354787
2023,4,andhra-pradesh,2670431701289
2023,4,maharashtra,2291280401761
2023,4,rajasthan,1579111909586
2023,4,uttar-pradesh,1051028595002
2023,4,west-bengal,981317418290
2023,4,delhi,967975157666
2023,4,madhya-pradesh,862919536319
2023,4,bihar,823697802200
2023,4,haryana,778246095550
2023,4,odisha,723877234914
2023,4,gujarat,691606255412
2023,4,tamil-nadu,590579595378
2023,4,jharkhand,459817096169
2023,4,chhattisgarh,390999250047
2023,4,punjab,223486474670
2023,4,kerala,207014101869
2023,4,assam,200627199088
2023,4,uttarakhand,200479950665
2023,4,jammu-&-kashmir,88469137475
2023,4,goa,66847393360
2023,4,himachal-pradesh,59870973771
2023,4,dadra-&-nagar-haveli-&-daman-&-diu,35116119934
2023,4,arunachal-pradesh,32720338014
2023,4,chandigarh,28791543437
2023,4,puducherry,28556508665
2023,4,tripura,22685787855
2023,4,meghalaya,21971461021
2023,4,nagaland,16246356395
2023,4,sikkim,15299782136
2023,4,ladakh,13365946870
2023,4,andaman-&-nicobar-islands,11873537440
2023,4,manipur,9782518592
2023,4,mizoram,5646033205
2023,4,lakshadweep,239662766
2024,1,karnataka,2904475872939
2024,1,andhra-pradesh,2834944602199
2024,1,telangana,2813626123898
2024,1,maharashtra,2448876805521
2024,1,rajasthan,1796116967527
2024,1,west-bengal,1129950662258
2024,1,uttar-pradesh,1126665523862
2024,1,delhi,1009297383324
2024,1,madhya-pradesh,964810011677
2024,1,bihar,922972279279
2024,1,odisha,834531079871
2024,1,haryana,814504020468
2024,1,gujarat,760358002107
2024,1,tamil-nadu,616003125241
2024,1,jharkhand,507981443835
2024,1,chhattisgarh,441968314262
2024,1,assam,229228017165
2024,1,punjab,214768734516
2024,1,kerala,209053364580
2024,1,uttarakhand,205770680565
2024,1,jammu-&-kashmir,89743904965
2024,1,goa,68104060224
2024,1,himachal-pradesh,60862623897
2024,1,dadra-&-nagar-haveli-&-daman-&-diu,39038392650
2024,1,arunachal-pradesh,35404381869
2024,1,puducherry,29115185806
2024,1,chandigarh,27977520700
2024,1,meghalaya,24882978162
2024,1,tripura,23814512945
2024,1,sikkim,16936182113
2024,1,nagaland,16906285800
2024,1,andaman-&-nicobar-islands,12995397668
2024,1,manipur,12926331194
2024,1,ladakh,11756852376
2024,1,mizoram,5745055149
2024,1,lakshadweep,260104762
2024,2,karnataka,3122575071532
2024,2,telangana,3033903124068
2024,2,andhra-pradesh,3002256245782
2024,2,maharashtra,2558600411252
2024,2,rajasthan,1889891224177
2024,2,uttar-pradesh,1233933080213
2024,2,west-bengal,1221391440975
2024,2,delhi,1079060617162
2024,2,bihar,1046859442503
2024,2,madhya-pradesh,1036332211641
2024,2,haryana,901661341409
2024,2,odisha,849274432839
2024,2,gujarat,790027632885
2024,2,tamil-nadu,662796469862
2024,2,jharkhand,558382214148
2024,2,chhattisgarh,473998772548
2024,2,assam,249121224247
2024,2,uttarakhand,240171222139
2024,2,punjab,234841496255
2024,2,kerala,222012031056
2024,2,jammu-&-kashmir,120076446396
2024,2,himachal-pradesh,75279877589
2024,2,goa,70918357636
2024,2,dadra-&-nagar-haveli-&-daman-&-diu,40657985422
2024,2,arunachal-pradesh,39945767548
2024,2,chandigarh,31107224904
2024,2,puducherry,30569211843
2024,2,meghalaya,26417333873
2024,2,tripura,24467808281
2024,2,sikkim,20200568961
2024,2,ladakh,19576882522
2024,2,nagaland,18584758555
2024,2,manipur,15219245537
2024,2,andaman-&-nicobar-islands,13791725452
2024,2,mizoram,6146175175
2024,2,lakshadweep,292425682
2024,3,karnataka,3219010010878
2024,3,telangana,3174489119889
2024,3,maharashtra,2687190546353
2024,3,andhra-pradesh,2051452410420
2024,3,rajasthan,1491645225075
2024,3,uttar-pradesh,1303891240422
2024,3,west-bengal,1272087526391
2024,3,delhi,1155193830152
2024,3,madhya-pradesh,1099921850352
2024,3,bihar,1018228441042
2024,3,haryana,933932718729
2024,3,odisha,880777308367
2024,3,gujarat,843342042802
2024,3,tamil-nadu,705856266279
2024,3,jharkhand,569242803155
2024,3,chhattisgarh,473738587994
2024,3,punjab,244701821992
2024,3,uttarakhand,239329186107
2024,3,kerala,239275618286
2024,3,assam,226309935179
2024,3,jammu-&-kashmir,136876855765
2024,3,himachal-pradesh,69546573340
2024,3,goa,68987916080
2024,3,dadra-&-nagar-haveli-&-daman-&-diu,43110501467
2024,3,arunachal-pradesh,41991994905
2024,3,chandigarh,33828505215
2024,3,puducherry,31797178310
2024,3,tripura,26705489658
2024,3,meghalaya,24679317126
2024,3,ladakh,24335477601
2024,3,nagaland,20912824642
2024,3,sikkim,18917329027
2024,3,manipur,16977397257
2024,3,andaman-&-nicobar-islands,14372460341
2024,3,mizoram,6227622265
2024,3,lakshadweep,384816174
2024,4,telangana,3375702996817
2024,4,karnataka,3361445822452
2024,4,maharashtra,2959562080446
2024,4,andhra-pradesh,2178119953775
2024,4,rajasthan,1668373165099
2024,4,uttar-pradesh,1481267307072
2024,4,west-bengal,1415834202407
2024,4,delhi,1282311970444
2024,4,madhya-pradesh,1215020245979
2024,4,bihar,1182327358809
2024,4,haryana,1032614727183
2024,4,odisha,964712951275
2024,4,gujarat,932202156254
2024,4,tamil-nadu,724642110770
2024,4,jharkhand,652520314224
2024,4,chhattisgarh,540101260910
2024,4,punjab,274923957057
2024,4,uttarakhand,269008070091
2024,4,assam,258261190277
2024,4,kerala,250450317290
2024,4,jammu-&-kashmir,155101132807
2024,4,goa,85215530140
2024,4,himachal-pradesh,79335858690
2024,4,dadra-&-nagar-haveli-&-daman-&-diu,47869053126
2024,4,arunachal-pradesh,45950602548
2024,4,chandigarh,36144195793
2024,4,puducherry,32620456715
2024,4,tripura,29911421285
