state,year,quarter,district,transaction_count,transaction_amount
arunachal-pradesh,2021,3,"east kameng district",23739,102442240.26594694
arunachal-pradesh,2021,3,"lohit district",117879,275160751.4034922
arunachal-pradesh,2021,3,"lepa rada district",20756,72378628.44705966
arunachal-pradesh,2021,3,"tawang district",89052,365404078.3528414
arunachal-pradesh,2021,3,"namsai district",79292,177380632.18278244
arunachal-pradesh,2021,4,"lower dibang valley district",65302,174980099.83925235
arunachal-pradesh,2021,4,"lower subansiri district",60146,199366119.13556093
arunachal-pradesh,2021,4,"longding district",37096,125754642.94209707
arunachal-pradesh,2021,4,"west siang district",79050,267978346.9418527
arunachal-pradesh,2021,4,"kamle district",8517,31862943.48592616
arunachal-pradesh,2021,4,"upper siang district",41167,155266317.84142125
arunachal-pradesh,2021,4,"tirap district",52675,172835892.68512428
arunachal-pradesh,2021,4,"papum pare district",919925,2435796597.1781564
arunachal-pradesh,2021,4,"kurung kumey district",8467,36028643.15543166
arunachal-pradesh,2021,4,"anjaw district",24083,77313027.11673045
arunachal-pradesh,2021,4,"siang district",22785,72065716.16878249
arunachal-pradesh,2021,4,"lower siang district",25424,69995156.90875632
arunachal-pradesh,2021,4,"kra daadi district",10986,42553945.301929176
arunachal-pradesh,2021,4,"changlang district",147432,403255246.4023236
arunachal-pradesh,2021,4,"pakke kessang district",6343,15848508.20917535
arunachal-pradesh,2021,4,"dibang valley district",2711,14284034.399703257
arunachal-pradesh,2021,4,"west kameng district",247346,765859269.2953706
arunachal-pradesh,2021,4,"shi yomi district",3066,19610548.431270048
arunachal-pradesh,2021,4,"east siang district",169617,450185173.037876
arunachal-pradesh,2021,4,"upper subansiri district",54298,226652835.3581027
arunachal-pradesh,2021,4,"east kameng district",27988,122366463.65672666
arunachal-pradesh,2021,4,"lohit district",142772,328942905.2553121
arunachal-pradesh,2021,4,"lepa rada district",28633,101798549.88186258
arunachal-pradesh,2021,4,"tawang district",99575,412396002.3197621
arunachal-pradesh,2021,4,"namsai district",105194,220513367.66283622
arunachal-pradesh,2022,1,"lower dibang valley district",83531,235243185.52128848
arunachal-pradesh,2022,1,"lower subansiri district",73100,239825149.91154164
arunachal-pradesh,2022,1,"longding district",43533,138915391.14290744
arunachal-pradesh,2022,1,"west siang district",92331,315562272.5888671
arunachal-pradesh,2022,1,"kamle district",11978,39224415.796201825
arunachal-pradesh,2022,1,"upper siang district",43428,156487414.60212946
arunachal-pradesh,2022,1,"tirap district",59514,181768733.7198426
arunachal-pradesh,2022,1,"papum pare district",1163726,2909248438.629796
arunachal-pradesh,2022,1,"kurung kumey district",10401,46127063.32319221
arunachal-pradesh,2022,1,"anjaw district",21058,70149358.0827275
arunachal-pradesh,2022,1,"siang district",23793,80549877.87323424
arunachal-pradesh,2022,1,"lower siang district",29595,80036191.45641762
arunachal-pradesh,2022,1,"kra daadi district",14110,54761962.54116271
arunachal-pradesh,2022,1,"changlang district",171494,490549428.7793704
arunachal-pradesh,2022,1,"pakke kessang district",8817,26463907.43466976
arunachal-pradesh,2022,1,"dibang valley district",2927,15694666.656907387
arunachal-pradesh,2022,1,"west kameng district",240672,705607894.004217
arunachal-pradesh,2022,1,"shi yomi district",2903,19772208.730185587
arunachal-pradesh,2022,1,"east siang district",201945,501600929.04419017
arunachal-pradesh,2022,1,"upper subansiri district",61408,250527144.28565046
arunachal-pradesh,2022,1,"east kameng district",36452,157804149.97029108
arunachal-pradesh,2022,1,"lohit district",169954,393361044.4830233
arunachal-pradesh,2022,1,"lepa rada district",33504,116144345.41984761
arunachal-pradesh,2022,1,"tawang district",86721,346661566.51465106
arunachal-pradesh,2022,1,"namsai district",117173,256004887.5750422
arunachal-pradesh,2022,2,"lower dibang valley district",104498,271945446.39483917
arunachal-pradesh,2022,2,"lower subansiri district",94109,287993729.7711809
arunachal-pradesh,2022,2,"longding district",53158,160788732.81339836
arunachal-pradesh,2022,2,"west siang district",121772,375530981.6496287
arunachal-pradesh,2022,2,"kamle district",15014,44602505.00778252
arunachal-pradesh,2022,2,"upper siang district",48672,156044689.03497896
arunachal-pradesh,2022,2,"tirap district",77626,237900567.7289177
arunachal-pradesh,2022,2,"papum pare district",1444757,3269917296.559577
arunachal-pradesh,2022,2,"kurung kumey district",11548,48364588.79678346
arunachal-pradesh,2022,2,"anjaw district",29854,100406271.77969864
arunachal-pradesh,2022,2,"siang district",28364,83637271.88783586
arunachal-pradesh,2022,2,"lower siang district",35467,92504503.65485632
arunachal-pradesh,2022,2,"kra daadi district",15115,64226643.96066442
arunachal-pradesh,2022,2,"changlang district",203732,513287861.1029648
arunachal-pradesh,2022,2,"pakke kessang district",10309,27595370.58732931
arunachal-pradesh,2022,2,"dibang valley district",3179,17089738.718757033
arunachal-pradesh,2022,2,"west kameng district",327925,893486447.5566866
arunachal-pradesh,2022,2,"shi yomi district",3929,28306519.496313594
arunachal-pradesh,2022,2,"east siang district",261162,604825118.1911322
arunachal-pradesh,2022,2,"upper subansiri district",69169,253134359.51780328
arunachal-pradesh,2022,2,"east kameng district",45363,191450485.63458514
arunachal-pradesh,2022,2,"lohit district",226199,502322813.6384014
arunachal-pradesh,2022,2,"lepa rada district",40528,118031124.67116562
arunachal-pradesh,2022,2,"tawang district",132824,494351396.8226247
arunachal-pradesh,2022,2,"namsai district",152652,293920909.24794424
arunachal-pradesh,2022,3,"lower dibang valley district",112848,273001216.6677967
arunachal-pradesh,2022,3,"lower subansiri district",109261,285712248.1429684
arunachal-pradesh,2022,3,"longding district",57360,154461013.00605297
arunachal-pradesh,2022,3,"west siang district",136332,395192937.9954808
arunachal-pradesh,2022,3,"kamle district",16300,40508790.17987645
arunachal-pradesh,2022,3,"upper siang district",51285,160298876.32394755
arunachal-pradesh,2022,3,"tirap district",79206,216482194.52850336
arunachal-pradesh,2022,3,"papum pare district",1651143,3211809407.131925
arunachal-pradesh,2022,3,"kurung kumey district",12677,54808629.689540036
arunachal-pradesh,2022,3,"anjaw district",32452,104784905.2209255
arunachal-pradesh,2022,3,"siang district",34204,91702284.02541924
arunachal-pradesh,2022,3,"lower siang district",38480,85746020.38579762
arunachal-pradesh,2022,3,"kra daadi district",15939,59014513.91034414
arunachal-pradesh,2022,3,"changlang district",216609,492535245.0550784
arunachal-pradesh,2022,3,"pakke kessang district",12764,26095563.60834673
arunachal-pradesh,2022,3,"dibang valley district",3266,19490605.610856578
arunachal-pradesh,2022,3,"west kameng district",371632,945171308.1838298
arunachal-pradesh,2022,3,"shi yomi district",4909,31175974.40628878
arunachal-pradesh,2022,3,"east siang district",286766,594752976.4068052
arunachal-pradesh,2022,3,"upper subansiri district",77637,256409311.95083195
arunachal-pradesh,2022,3,"east kameng district",52570,166910810.4295592
arunachal-pradesh,2022,3,"lohit district",236792,461745616.9201143
arunachal-pradesh,2022,3,"lepa rada district",38997,105244758.5087227
arunachal-pradesh,2022,3,"tawang district",138313,514855579.7238326
arunachal-pradesh,2022,3,"namsai district",151676,277199997.0357646
arunachal-pradesh,2022,4,"lower dibang valley district",137218,308329533.63406837
arunachal-pradesh,2022,4,"lower subansiri district",143172,339443886.23657525
arunachal-pradesh,2022,4,"longding district",63481,151727225.22689673
arunachal-pradesh,2022,4,"west siang district",176377,449302139.4960692
arunachal-pradesh,2022,4,"kamle district",22093,54695370.469332285
arunachal-pradesh,2022,4,"upper siang district",61031,174436476.513136
arunachal-pradesh,2022,4,"tirap district",88024,205933250.0190781
arunachal-pradesh,2022,4,"papum pare district",1917365,3401999228.9392605
arunachal-pradesh,2022,4,"kurung kumey district",14780,55991360.89182171
arunachal-pradesh,2022,4,"anjaw district",31170,86691809.7433357
arunachal-pradesh,2022,4,"siang district",46250,124012661.78071377
arunachal-pradesh,2022,4,"lower siang district",50212,111700711.05104405
arunachal-pradesh,2022,4,"kra daadi district",19724,69295211.52201861
arunachal-pradesh,2022,4,"changlang district",254818,572195646.772961
arunachal-pradesh,2022,4,"pakke kessang district",15377,28806042.8090343
arunachal-pradesh,2022,4,"dibang valley district",3440,17938501.796178654
arunachal-pradesh,2022,4,"west kameng district",421418,954522716.7333797
arunachal-pradesh,2022,4,"shi yomi district",4926,33977040.52287009
arunachal-pradesh,2022,4,"east siang district",327737,623525449.463265
arunachal-pradesh,2022,4,"upper subansiri district",93017,285077053.9982841
arunachal-pradesh,2022,4,"east kameng district",68774,178064501.28067553
arunachal-pradesh,2022,4,"lohit district",276551,503661703.8315097
arunachal-pradesh,2022,4,"lepa rada district",51416,127294274.35791278
arunachal-pradesh,2022,4,"tawang district",155419,518332824.89263654
arunachal-pradesh,2022,4,"namsai district",188919,307955075.5201911
arunachal-pradesh,2023,1,"lower dibang valley district",256396,537713700
arunachal-pradesh,2023,1,"lower subansiri district",257899,585614438
arunachal-pradesh,2023,1,"longding district",107606,261124844
arunachal-pradesh,2023,1,"west siang district",320064,764188915
arunachal-pradesh,2023,1,"kamle district",40383,92585537
arunachal-pradesh,2023,1,"upper siang district",103335,268653642
arunachal-pradesh,2023,1,"tirap district",157071,368592354
arunachal-pradesh,2023,1,"papum pare district",3302746,5900429571
arunachal-pradesh,2023,1,"kurung kumey district",29127,97772110
arunachal-pradesh,2023,1,"anjaw district",47386,125631329
arunachal-pradesh,2023,1,"siang district",80741,201397801
arunachal-pradesh,2023,1,"lower siang district",95379,206156352
arunachal-pradesh,2023,1,"kra daadi district",39986,133651279
arunachal-pradesh,2023,1,"changlang district",494506,1101499481
arunachal-pradesh,2023,1,"pakke kessang district",29274,53298027
arunachal-pradesh,2023,1,"dibang valley district",6327,28921318
arunachal-pradesh,2023,1,"west kameng district",662521,1414404520
arunachal-pradesh,2023,1,"shi yomi district",6633,38151814
arunachal-pradesh,2023,1,"east siang district",535198,990989057
arunachal-pradesh,2023,1,"upper subansiri district",179629,533663642
arunachal-pradesh,2023,1,"east kameng district",150931,375398867
arunachal-pradesh,2023,1,"lohit district",483285,870836418
arunachal-pradesh,2023,1,"lepa rada district",91748,200811427
arunachal-pradesh,2023,1,"tawang district",239151,724541898
arunachal-pradesh,2023,1,"namsai district",325503,518550113
arunachal-pradesh,2023,2,"lower dibang valley district",320847,641502543
arunachal-pradesh,2023,2,"lower subansiri district",341107,689315626
arunachal-pradesh,2023,2,"longding district",130522,285288333
arunachal-pradesh,2023,2,"west siang district",450143,970914462
arunachal-pradesh,2023,2,"kamle district",55865,106363865
