state,year,quarter,entity_name,entity_type,insurance_count,insurance_amount
arunachal-pradesh,2024,3,tawang,districts,69,166341
arunachal-pradesh,2024,3,"papum pare",districts,66,79642
arunachal-pradesh,2024,3,changlang,districts,57,132735
arunachal-pradesh,2024,3,"east siang",districts,47,127890
arunachal-pradesh,2024,3,tirap,districts,35,80188
arunachal-pradesh,2024,3,lohit,districts,32,96133
arunachal-pradesh,2024,3,"west siang",districts,28,89620
arunachal-pradesh,2024,3,namsai,districts,28,93343
arunachal-pradesh,2024,3,791111,pincodes,95,275822
arunachal-pradesh,2024,3,791110,pincodes,84,171154
arunachal-pradesh,2024,3,790104,pincodes,49,90929
arunachal-pradesh,2024,3,791102,pincodes,40,102083
arunachal-pradesh,2024,3,791113,pincodes,39,55663
arunachal-pradesh,2024,3,790116,pincodes,37,111034
arunachal-pradesh,2024,3,791001,pincodes,32,98436
arunachal-pradesh,2024,3,792001,pincodes,31,65334
arunachal-pradesh,2024,3,792110,pincodes,29,52515
arunachal-pradesh,2024,3,792130,pincodes,28,61484
arunachal-pradesh,2024,4,"itanagar capital complex",districts,240,638964
arunachal-pradesh,2024,4,"west kameng",districts,117,277233
arunachal-pradesh,2024,4,"east siang",districts,89,235678
arunachal-pradesh,2024,4,tawang,districts,68,223139
arunachal-pradesh,2024,4,"papum pare",districts,61,126855
arunachal-pradesh,2024,4,changlang,districts,55,85559
arunachal-pradesh,2024,4,"west siang",districts,55,118386
arunachal-pradesh,2024,4,namsai,districts,41,93403
arunachal-pradesh,2024,4,"lower subansiri",districts,35,61313
arunachal-pradesh,2024,4,tirap,districts,35,86267
arunachal-pradesh,2024,4,791110,pincodes,110,265075
arunachal-pradesh,2024,4,791111,pincodes,88,268300
arunachal-pradesh,2024,4,791102,pincodes,80,218443
arunachal-pradesh,2024,4,791001,pincodes,62,141282
arunachal-pradesh,2024,4,790104,pincodes,49,177085
arunachal-pradesh,2024,4,791113,pincodes,40,79922
arunachal-pradesh,2024,4,792110,pincodes,34,63459
arunachal-pradesh,2024,4,792103,pincodes,32,73356
arunachal-pradesh,2024,4,792001,pincodes,30,73556
arunachal-pradesh,2024,4,790001,pincodes,30,98145
